,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
1803,20,FV,100.0,11824,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1685.0,1685.0,GasA,4,Y,SBrkr,1685,0,0,1685,0.0,0.0,2,0,2,1,3,5,7,1,4,Attchd,2006.0,3,3.0,658.0,3,3,2,112,63,0,0,0,0,0,0,None,0,4,2007,WD ,Normal
2307,20,RL,73.0,11765,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,2,2,CBlock,3,3,2,3,1127.0,1,0.0,490.0,1617.0,GasA,1,Y,SBrkr,1797,0,0,1797,0.0,0.0,1,1,3,1,2,7,7,1,3,Attchd,1957.0,1,3.0,963.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD ,Normal
1582,80,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,3,2,CBlock,4,3,3,6,783.0,1,0.0,678.0,1461.0,GasA,4,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,3,5,7,1,2,Attchd,1988.0,2,2.0,600.0,3,3,2,224,0,0,0,0,0,0,0,None,0,8,2008,WD ,Abnorml
1192,60,RL,73.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,2,732.0,1,0.0,0.0,732.0,GasA,4,Y,SBrkr,732,732,0,1464,0.0,0.0,1,1,4,1,2,7,7,0,0,Attchd,1968.0,1,2.0,470.0,3,3,2,0,40,0,0,0,0,0,0,None,0,6,2008,WD ,Normal
238,50,RL,50.0,9350,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,2,1,2,192.0,1,0.0,564.0,756.0,GasA,4,Y,SBrkr,1169,0,362,1531,0.0,0.0,1,0,3,1,2,8,7,1,3,Detchd,1947.0,1,1.0,209.0,2,3,2,0,0,0,0,0,0,0,3,None,0,6,2010,WD ,Normal
691,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,468.0,1,0.0,350.0,818.0,GasA,2,Y,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1926.0,1,1.0,210.0,3,3,0,0,0,116,0,0,0,0,0,None,0,12,2009,WD ,Normal
1025,60,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,2,2,CBlock,4,3,2,1,0.0,1,0.0,738.0,738.0,GasA,2,Y,SBrkr,1277,767,0,2044,0.0,0.0,2,1,3,1,2,7,6,1,3,Attchd,1980.0,1,2.0,489.0,3,3,2,28,73,0,0,0,0,0,0,None,0,3,2008,WD ,Normal
1907,90,RL,95.0,11345,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,2,2,CBlock,3,3,1,3,220.0,1,0.0,708.0,928.0,GasA,3,Y,FuseA,928,992,0,1920,0.0,0.0,2,0,4,2,2,10,7,0,0,Detchd,1948.0,1,2.0,400.0,3,2,2,0,0,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
100,160,FV,72.5,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,3,2,PConc,4,3,1,6,378.0,1,0.0,378.0,756.0,GasA,4,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,3,5,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,6,2010,WD ,Normal
315,20,RL,88.0,11896,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,3,2,PConc,4,3,1,6,78.0,1,0.0,1258.0,1336.0,GasA,4,Y,SBrkr,1346,0,0,1346,1.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,2008.0,3,3.0,660.0,3,3,2,100,48,0,0,0,0,0,0,None,0,5,2010,WD ,Normal
862,20,RL,90.0,11664,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,1234.0,1,0.0,335.0,1569.0,GasA,4,Y,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,2002.0,2,3.0,1231.0,3,3,2,262,93,0,0,0,0,0,0,None,0,9,2009,WD ,Normal
912,30,RL,64.0,8574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,4,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,3,6,7,1,4,Detchd,1916.0,1,2.0,440.0,3,3,2,0,0,180,0,0,0,0,0,None,0,10,2009,WD ,Normal
670,20,RL,62.0,8010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,6,745.0,1,0.0,206.0,951.0,GasA,3,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1985.0,1,2.0,480.0,3,3,2,0,0,42,0,0,0,0,0,Shed,450,9,2009,WD ,Normal
767,50,RL,60.0,9780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,2,N,FuseA,687,425,0,1112,1.0,0.0,2,0,4,1,2,6,7,0,0,Detchd,1934.0,1,1.0,226.0,1,1,0,0,0,0,0,0,0,0,0,None,0,3,2009,WD ,Normal
261,20,RL,75.0,10650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,4,3,2,182.0,5,712.0,0.0,894.0,GasA,2,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1976.0,1,1.0,308.0,3,3,2,365,0,0,0,0,0,0,3,None,0,2,2010,WD ,Normal
2417,60,RL,96.0,11631,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1052.0,1052.0,GasA,4,Y,SBrkr,1052,1321,0,2373,0.0,0.0,2,1,4,1,3,9,7,1,4,BuiltIn,2004.0,3,3.0,632.0,3,3,2,120,46,0,0,0,0,0,0,None,0,6,2006,New,Partial
1551,30,RM,60.0,7392,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,520.0,520.0,GasA,2,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1934.0,2,1.0,360.0,3,3,2,0,90,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
1977,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,2,2,CBlock,4,3,4,6,936.0,1,0.0,0.0,936.0,GasA,2,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1980.0,1,2.0,672.0,3,3,2,49,0,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
1936,80,RL,60.0,7134,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,2,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,2,6,6,1,3,Detchd,1962.0,1,2.0,572.0,3,3,2,0,50,0,0,0,0,0,3,None,0,2,2007,WD ,Normal
179,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,4,780.0,1,0.0,247.0,1027.0,GasA,4,Y,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,3,7,7,1,4,Detchd,1948.0,1,1.0,240.0,3,3,2,0,100,126,0,0,0,0,0,None,0,6,2010,WD ,Normal
2260,20,RL,68.0,8298,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,583.0,1,0.0,963.0,1546.0,GasA,4,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2207.0,2,2.0,502.0,3,3,2,132,0,0,0,0,0,0,0,None,0,9,2007,New,Partial
2534,20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,2,2,CBlock,3,3,3,5,760.0,1,0.0,216.0,976.0,GasA,2,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,3,4,7,1,2,Attchd,1968.0,2,2.0,504.0,3,3,2,94,0,0,0,0,0,0,0,None,0,8,2006,WD ,Abnorml
1381,20,RL,57.0,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,702.0,1,0.0,192.0,894.0,GasA,4,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1967.0,2,2.0,450.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
1094,60,RL,60.0,15384,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,724.0,1,0.0,64.0,788.0,GasA,4,Y,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2004.0,3,2.0,388.0,3,3,2,100,75,0,0,0,0,0,0,None,0,2,2008,WD ,Normal
2015,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,966.0,966.0,GasA,4,Y,SBrkr,1014,412,0,1426,0.0,0.0,1,0,3,1,2,6,7,1,4,Detchd,1930.0,1,1.0,230.0,2,3,2,174,0,96,0,0,0,0,4,None,0,7,2007,WD ,Normal
480,60,RL,64.0,8965,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,652.0,1,0.0,130.0,782.0,GasA,4,Y,SBrkr,806,683,0,1489,1.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2003.0,3,2.0,400.0,3,3,2,0,75,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
958,60,RL,83.0,13159,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,3,3,1,0.0,1,0.0,846.0,846.0,GasA,3,Y,SBrkr,846,846,0,1692,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2009.0,2,2.0,650.0,3,3,2,208,114,0,0,0,0,0,0,None,0,7,2009,New,Partial
2228,20,RL,70.0,20693,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,652.0,2,2,CBlock,4,3,1,3,434.0,1,0.0,1262.0,1696.0,GasA,4,Y,SBrkr,1696,0,0,1696,0.0,0.0,2,0,3,1,2,7,7,2,3,Attchd,1971.0,3,2.0,625.0,3,3,2,0,146,0,0,0,0,0,2,None,0,2,2007,WD ,Normal
2377,160,RL,24.0,2179,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,70.0,1,0.0,785.0,855.0,GasA,3,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1976.0,2,2.0,460.0,3,3,2,0,28,0,0,0,0,0,0,None,0,7,2006,WD ,Normal
2204,70,RL,53.0,7155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,2,Y,SBrkr,686,775,0,1461,0.0,0.0,1,0,3,1,2,6,7,1,4,Detchd,1926.0,1,1.0,225.0,3,3,0,0,0,116,0,0,0,0,3,None,0,7,2007,WD ,Normal
2782,60,RL,50.0,8340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,2,2,CBlock,4,3,3,6,509.0,1,0.0,166.0,675.0,GasA,2,Y,SBrkr,686,702,0,1388,0.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1977.0,1,1.0,317.0,3,3,2,406,36,0,0,0,0,0,0,None,0,12,2006,WD ,Normal
1450,20,RL,88.0,7990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,1,1,0.0,1,0.0,924.0,924.0,GasA,2,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1981.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,None,0,4,2008,WD ,Normal
2357,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,2,2,CBlock,3,3,1,5,663.0,2,377.0,0.0,1040.0,GasA,1,Y,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,3,5,7,1,2,Attchd,1974.0,2,2.0,484.0,3,3,2,265,0,0,0,0,648,1,4,None,0,1,2006,WD ,Normal
1607,50,RL,75.0,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3,2,5,660.0,1,0.0,323.0,983.0,GasA,4,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,2,7,4,0,0,Attchd,1989.0,1,1.0,423.0,3,3,2,245,0,156,0,0,0,0,0,Shed,1300,7,2008,WD ,Normal
819,20,RL,79.0,10637,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,3,2,PConc,5,3,4,6,1288.0,1,0.0,417.0,1705.0,GasA,4,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,2007.0,2,3.0,826.0,3,3,2,208,44,0,0,0,0,0,0,None,0,9,2009,WD ,Normal
1809,20,RL,65.0,7441,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1461.0,1461.0,GasA,4,Y,SBrkr,1486,0,0,1486,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2006.0,2,2.0,566.0,3,3,2,0,32,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
1801,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,874.0,874.0,GasA,4,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,3,7,7,0,0,Attchd,2007.0,3,2.0,578.0,3,3,2,144,105,0,0,0,0,0,0,None,0,8,2007,New,Partial
693,50,RM,68.0,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,901.0,901.0,GasA,3,Y,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1920.0,1,1.0,162.0,2,2,1,54,0,40,0,0,0,0,0,None,0,6,2009,WD ,Normal
2888,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,2,2,CBlock,4,3,4,6,975.0,1,0.0,0.0,975.0,GasA,2,Y,SBrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1977.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2006,WD ,Normal
874,60,RL,70.0,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,880.0,880.0,GasA,4,Y,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,3,7,7,1,3,Attchd,1996.0,2,2.0,512.0,3,3,2,0,120,0,0,0,0,0,0,None,0,7,2009,WD ,Normal
247,60,RL,80.0,9938,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,3,2,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,4,Y,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,1993.0,3,2.0,574.0,3,3,2,156,90,0,0,0,0,0,4,None,0,6,2010,WD ,Normal
1413,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,4,1,3,241.0,4,391.0,229.0,861.0,GasA,4,Y,SBrkr,961,406,0,1367,1.0,0.0,1,0,4,1,2,7,7,0,0,Detchd,1978.0,1,1.0,384.0,3,3,2,0,130,112,0,0,0,0,3,None,0,4,2008,WD ,Normal
1330,50,RL,51.0,7010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,3,175.0,1,0.0,849.0,1024.0,GasA,2,Y,SBrkr,1144,594,0,1738,0.0,0.0,2,0,3,1,2,6,7,1,4,Detchd,1950.0,1,1.0,240.0,3,3,1,0,30,0,0,0,0,0,0,None,0,7,2008,WD ,Normal
2008,50,RL,70.0,8737,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,4,Y,FuseA,915,720,0,1635,0.0,0.0,1,1,3,1,2,6,7,1,4,Detchd,1950.0,1,2.0,440.0,3,3,2,0,38,0,144,0,0,0,0,None,0,5,2007,WD ,Normal
1947,45,RL,55.0,5500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,882.0,882.0,GasA,4,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,1,1,2,4,7,0,0,None,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,3,None,0,4,2007,WD ,Normal
347,20,RL,42.0,14892,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,4,2,PConc,5,3,4,6,1320.0,1,0.0,426.0,1746.0,GasA,4,Y,SBrkr,1746,0,0,1746,1.0,0.0,2,0,3,1,4,7,7,2,4,Attchd,2006.0,3,3.0,758.0,3,3,2,201,39,0,0,0,0,0,0,None,0,10,2009,WD ,Normal
926,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,BrkTil,3,3,2,3,154.0,5,694.0,264.0,1112.0,GasA,4,Y,SBrkr,1112,0,0,1112,1.0,0.0,1,0,2,1,2,6,7,1,4,Attchd,1954.0,1,1.0,390.0,3,3,2,0,0,0,0,0,0,0,3,None,0,10,2009,WD ,Family
1681,160,RL,24.0,2308,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,556.0,1,0.0,248.0,804.0,GasA,2,Y,SBrkr,804,744,0,1548,1.0,0.0,2,1,3,1,3,7,7,1,3,Detchd,1976.0,1,2.0,440.0,3,3,2,48,0,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
2223,20,RL,70.0,25485,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,1960,1960,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,423.0,2,1,CBlock,3,4,2,2,540.0,3,1020.0,0.0,1560.0,GasA,2,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,1,3,1,2,6,7,3,3,Attchd,1960.0,2,2.0,580.0,3,3,2,0,75,584,0,0,0,0,0,None,0,5,2007,WD ,Normal
655,50,RL,60.0,10410,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,4,Y,SBrkr,808,704,144,1656,0.0,0.0,2,1,3,1,2,8,5,0,0,Detchd,1916.0,1,1.0,180.0,2,2,0,0,0,0,140,0,0,0,3,None,0,8,2009,WD ,Normal
2596,20,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,3,415.0,1,0.0,418.0,833.0,GasA,4,Y,SBrkr,833,0,0,833,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1955.0,1,1.0,326.0,3,3,2,0,0,0,0,0,0,0,3,None,0,8,2006,WD ,Normal
1213,80,RL,82.0,9020,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,2,2,CBlock,3,3,4,6,624.0,3,336.0,288.0,1248.0,GasA,2,Y,SBrkr,1350,0,0,1350,1.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1964.0,2,2.0,520.0,3,3,2,176,0,0,0,0,0,0,4,None,0,6,2008,WD ,Normal
2562,50,RL,79.0,9490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,403.0,3,165.0,238.0,806.0,GasA,2,Y,FuseA,958,620,0,1578,1.0,0.0,1,0,3,1,1,5,7,2,3,Attchd,1941.0,1,1.0,240.0,3,3,2,0,0,32,0,0,0,0,3,None,0,8,2006,WD ,Normal
